City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,sitka,57.0531,-135.33,12.94,82,100,4.63,US,1720529435
279,howard springs,-12.497,131.047,24.95,90,17,1.5,AU,1720529436
280,smithers,54.7804,-127.1743,11.18,76,0,0.0,CA,1720529437
281,shakawe,-18.3667,21.85,25.38,8,0,2.89,BW,1720529438
282,margate,51.3813,1.3862,19.37,86,100,0.45,GB,1720529440
283,vyazemskiy,47.5378,134.7525,11.12,97,7,0.76,RU,1720529441
284,mtsensk,53.2766,36.5733,28.72,61,86,1.45,RU,1720529428
285,tibati,6.4667,12.6333,26.64,72,100,0.94,CM,1720529443
286,quesnel,52.9999,-122.5029,10.28,93,0,0.0,CA,1720529202
287,qui nhon,13.7667,109.2333,26.81,87,100,0.89,VN,1720529445
288,mount pearl,47.5166,-52.7813,24.14,71,100,5.14,CA,1720529166
289,baijiantan,45.6333,85.1833,32.19,26,56,6.34,CN,1720529448
290,wanning,18.8003,110.3967,28.29,82,44,3.72,CN,1720529449
291,tindouf,27.6711,-8.1474,38.25,15,0,2.06,DZ,1720529450
292,carbonear,47.7332,-53.2148,24.86,82,100,3.8,CA,1720529451
293,ko pha ngan,9.7578,100.0291,28.38,71,100,1.44,TH,1720529454
294,okha,53.5739,142.9478,9.3,98,100,6.14,RU,1720529455
295,kuloy,61.0305,42.4925,20.66,88,100,4.33,RU,1720529456
296,humaita,-7.5061,-63.0208,28.16,49,0,1.54,BR,1720529457
297,tupancireta,-29.0806,-53.8358,3.86,72,100,5.61,BR,1720529459
298,alice springs,-23.7,133.8833,11.75,71,5,2.06,AU,1720529460
299,putla villa de guerrero,17.0333,-97.9333,21.35,96,100,0.47,MX,1720529461
300,abbeville,50.1,1.8333,18.61,86,100,2.88,FR,1720529462
301,sosnovo-ozerskoye,52.5249,111.5418,23.16,43,35,2.84,RU,1720529463
302,nafplio,37.5683,22.8053,36.92,25,0,8.14,GR,1720529465
303,nuuk,64.1835,-51.7216,6.34,87,75,1.03,GL,1720529223
304,gebeit,21.0667,36.3167,39.54,11,37,6.03,SD,1720529467
305,brisas de zicatela,15.8369,-97.0419,25.26,87,100,0.7,MX,1720529468
306,sosnogorsk,63.6023,53.8817,29.9,28,0,2.77,RU,1720529469
307,asipovichy,53.2933,28.6422,25.83,43,0,3.94,BY,1720529470
308,rantepao,-2.9701,119.8978,18.81,100,100,0.87,ID,1720529472
309,bor,56.3567,44.0669,29.96,38,1,2.63,RU,1720529473
310,gatton,-27.55,152.2833,16.47,90,62,1.67,AU,1720529474
311,neiafu,-18.65,-173.9833,23.38,68,40,7.2,TO,1720529475
312,loikaw,19.6742,97.2094,21.98,92,100,2.05,MM,1720529476
313,haimen,23.1935,116.6142,30.94,81,2,1.54,CN,1720529478
314,heunghae,36.1125,129.3522,22.49,99,100,1.45,KR,1720529479
315,salina cruz,16.1667,-95.2,24.57,93,100,2.38,MX,1720529480
316,lata,40.1629,-8.3327,22.82,60,100,3.81,PT,1720529481
317,ko lanta,7.5336,99.0865,27.75,78,100,3.65,TH,1720529482
318,long jetty,-33.3667,151.4833,12.75,92,0,2.24,AU,1720529484
319,nedroma,35.0136,-1.748,30.64,49,0,4.38,DZ,1720529486
320,didwana,27.4,74.5667,37.7,37,42,3.74,IN,1720529487
321,ballycastle,55.2044,-6.243,17.52,64,100,7.3,GB,1720529489
322,westport,41.1415,-73.3579,27.01,89,100,2.57,US,1720529202
323,taulaga,-11.0553,-171.0883,28.15,72,87,6.22,AS,1720529492
324,lake jackson,29.0339,-95.4344,28.31,92,34,1.74,US,1720529493
325,puerto lempira,15.2667,-83.7667,27.35,86,100,4.56,HN,1720529494
326,valparaiso,-33.0393,-71.6273,6.75,93,0,2.06,CL,1720529446
327,ayr,55.4627,-4.6339,16.99,55,20,8.23,GB,1720529496
328,virginia,37.5481,-77.4467,28.58,86,75,2.06,US,1720529498
329,touros,-5.1989,-35.4608,28.07,67,75,5.67,BR,1720529499
330,camacupa,-12.0167,17.4833,28.74,11,10,1.39,AO,1720529500
331,cabo san lucas,22.8909,-109.9124,27.61,75,0,5.0,MX,1720528884
332,aras-asan,8.8908,126.3033,26.55,85,100,1.09,PH,1720529502
333,santa isabel,-23.3156,-46.2214,14.61,80,87,0.68,BR,1720529503
334,aral,40.5156,81.2636,33.77,18,1,4.33,CN,1720529505
335,mozarlandia,-14.7447,-50.5706,30.57,28,0,0.71,BR,1720529506
336,kenora,49.8167,-94.4337,18.54,77,20,3.09,CA,1720529430
337,taoudenni,22.6783,-3.9836,45.02,12,0,3.31,ML,1720529508
338,tondano,1.3038,124.9112,19.09,98,100,0.13,ID,1720529509
339,saldanha,-33.0117,17.9442,13.03,84,100,11.4,ZA,1720529511
340,antalaha,-14.9003,50.2788,24.8,58,35,6.6,MG,1720529512
341,dompu,-8.5356,118.4622,24.21,91,94,1.41,ID,1720529514
342,acajutla,13.5928,-89.8275,27.21,78,100,1.34,SV,1720529515
343,uyuni,-20.4597,-66.825,0.83,31,0,9.02,BO,1720529516
344,yeraliyev,43.2,51.65,35.56,27,1,6.77,KZ,1720529518
345,coahuayana de hidalgo,18.7,-103.6583,25.16,96,95,1.15,MX,1720529519
346,narasannapeta,18.4167,84.05,28.3,78,31,5.66,IN,1720529520
347,talachyn,54.4097,29.6917,22.76,58,0,4.65,BY,1720529521
348,polyarnyy,69.1989,33.4478,9.83,96,100,4.4,RU,1720529522
349,lappeenranta,61.0587,28.1887,18.21,67,75,5.66,FI,1720529524
350,bhainsdehi,21.6467,77.6325,26.94,77,100,3.37,IN,1720529525
351,carauari,-4.8828,-66.8958,25.98,81,6,0.34,BR,1720529526
352,holualoa,19.6228,-155.9522,23.91,89,100,0.0,US,1720529527
353,selfoss,63.9331,-20.9971,12.06,79,99,4.47,IS,1720529528
354,mar del plata,-38.0023,-57.5575,6.16,59,93,1.79,AR,1720529530
355,villa ojo de agua,-29.5,-63.6938,2.92,67,5,4.5,AR,1720529531
356,trairi,-3.2778,-39.2689,28.58,63,64,5.61,BR,1720529532
357,coquimbo,-29.9533,-71.3436,8.85,93,100,2.06,CL,1720529533
358,newman,37.3138,-121.0208,22.38,77,0,1.94,US,1720529534
359,smara,26.7384,-11.6719,31.27,21,0,9.68,EH,1720529535
360,as sulayyil,20.4607,45.5779,44.14,7,95,5.57,SA,1720529537
361,vadso,70.0744,29.7487,16.49,62,0,5.66,NO,1720529538
362,marand,38.4329,45.7749,31.17,27,4,6.87,IR,1720529539
363,fengrun,39.8333,118.1167,23.73,52,1,1.7,CN,1720529540
364,rio grande,-32.035,-52.0986,4.97,83,100,5.18,BR,1720529541
365,canico,32.6333,-16.85,25.4,77,40,4.12,PT,1720529543
366,machico,32.7,-16.7667,25.4,75,40,4.12,PT,1720529545
367,puerto leguizamo,-0.1934,-74.7819,23.23,88,100,0.78,CO,1720529546
368,tangalle,6.024,80.7911,32.09,74,10,6.35,LK,1720529547
369,okanagan,50.3639,-119.35,18.4,57,11,0.56,CA,1720529548
370,alotau,-10.3069,150.4462,23.38,96,100,1.45,PG,1720529551
371,acapulco de juarez,16.8634,-99.8901,26.9,83,100,0.0,MX,1720529552
372,zyryanovsk,49.7386,84.2719,19.86,87,100,0.23,KZ,1720529553
373,velikiy ustyug,60.7644,46.3106,29.37,37,12,2.43,RU,1720529554
374,minas de matahambre,22.5887,-83.9447,26.98,76,100,2.88,CU,1720529555
375,taltal,-25.4,-70.4833,13.87,70,0,2.38,CL,1720529557
376,guayaramerin,-10.8368,-65.3614,16.03,59,0,5.14,BO,1720529558
377,bac lieu,9.285,105.7244,28.58,76,44,3.33,VN,1720529559
378,mikuni,36.2171,136.1519,23.95,96,100,4.09,JP,1720529560
379,filey,54.21,-0.2892,14.88,93,100,4.47,GB,1720529561
380,al bardiyah,31.7561,25.0865,31.91,44,0,8.05,LY,1720529563
381,haiku-pauwela,20.9219,-156.3051,22.92,79,40,3.58,US,1720529564
382,bechar,31.6167,-2.2167,42.18,5,0,7.72,DZ,1720529565
383,richards bay,-28.783,32.0377,23.79,14,0,5.29,ZA,1720529566
384,scalea,39.813,15.7956,25.29,70,3,0.72,IT,1720529567
385,atbasar,51.8,68.3333,22.69,52,9,4.75,KZ,1720529569
386,puerto gaitan,4.3133,-72.0816,24.95,85,96,1.84,CO,1720529570
387,tchibanga,-2.85,11.0333,32.28,39,78,1.46,GA,1720529571
388,nangomba,-10.9,38.5,31.44,18,100,2.99,TZ,1720529572
389,borogontsy,62.6683,131.1683,18.1,66,100,2.98,RU,1720529573
390,zamosc,50.7231,23.252,29.0,47,49,4.24,PL,1720529574
391,geraldton,-28.7667,114.6,19.23,94,75,8.75,AU,1720529576
392,desaguadero,-16.5656,-69.0417,4.53,22,0,1.52,PE,1720529577
393,arawa,-6.2132,155.5367,24.81,89,45,1.78,PG,1720529578
394,port saint john's,-31.6229,29.5448,23.8,21,33,1.07,ZA,1720529579
395,ayacucho,-13.1583,-74.2239,9.92,53,40,2.06,PE,1720529580
396,labuan bajo,-8.4964,119.8877,25.99,83,62,2.01,ID,1720529582
397,tambura,5.6,27.4667,30.83,47,100,2.38,SS,1720529583
398,cockburn town,21.4612,-71.1419,28.22,81,0,7.16,TC,1720529406
399,yuxia,34.0615,108.6291,25.34,95,100,0.75,CN,1720529585
400,beyneu,45.3167,55.2,37.42,17,5,1.2,KZ,1720529586
401,saint-francois,46.4154,3.9054,31.69,42,100,5.66,FR,1720529587
402,itoman,26.1247,127.6694,28.43,94,40,3.09,JP,1720530122
403,troitsko-pechorsk,62.7084,56.1964,26.12,53,97,0.4,RU,1720530123
404,navalmoral de la mata,39.8916,-5.5406,31.09,17,65,5.27,ES,1720530124
405,anyang,36.0994,114.3289,27.68,55,80,2.96,CN,1720530125
406,kodinsk,58.6881,99.1844,23.69,61,24,1.54,RU,1720530128
407,quepos,9.4236,-84.1652,27.35,81,89,0.49,CR,1720530129
408,itaituba,-4.2761,-55.9836,28.09,78,75,1.54,BR,1720530130
409,ad dilam,23.9915,47.1627,45.23,7,20,7.15,SA,1720530131
410,bhamo,24.2667,97.2333,24.82,97,100,0.87,MM,1720530132
411,kegeyli shahar,42.7767,59.6078,36.05,23,0,6.87,UZ,1720530134
412,al ain city,24.1917,55.7606,46.79,13,0,3.6,AE,1720530135
413,puerto colombia,10.9878,-74.9547,28.05,76,100,2.9,CO,1720530136
414,bunia,1.5667,30.25,27.79,44,100,1.05,CD,1720530137
415,tocopilla,-22.092,-70.1979,17.62,57,0,4.14,CL,1720530138
416,bengkulu,-3.8004,102.2655,26.51,84,7,2.99,ID,1720530140
417,sanchazi,42.0817,126.6003,16.51,95,17,1.83,CN,1720530141
418,saint-philippe,-21.3585,55.7679,22.77,68,1,4.33,RE,1720530142
419,minas de marcona,-15.2119,-75.1103,9.93,86,69,6.72,PE,1720530143
420,slave lake,55.2834,-114.769,13.99,94,0,1.03,CA,1720530145
421,altamira,-3.2033,-52.2064,27.05,83,0,1.03,BR,1720530146
422,nikolayevsk-on-amure,53.1406,140.73,10.68,99,100,1.33,RU,1720530149
423,araguaina,-7.1911,-48.2072,32.3,32,7,2.67,BR,1720530097
424,chul'man,56.8479,124.9104,15.06,65,3,1.64,RU,1720530151
425,san carlos,9.6612,-68.5827,25.48,86,18,1.57,VE,1720530152
426,tannum sands,-23.9504,151.3693,18.94,94,75,2.06,AU,1720530153
427,la ronge,55.1001,-105.2842,15.14,88,0,0.51,CA,1720530154
428,tibu,8.639,-72.7358,25.33,90,100,0.16,CO,1720530157
429,saint john,45.2727,-66.0677,18.57,100,100,4.63,CA,1720530006
430,ust'-ilimsk,58.0006,102.6619,23.81,55,93,0.31,RU,1720530159
431,mwinilunga,-11.7358,24.4293,27.9,10,2,3.68,ZM,1720530160
432,kavaratti,10.5669,72.642,27.52,84,100,8.32,IN,1720530161
433,forster,-32.1667,152.5167,11.32,100,55,3.71,AU,1720530163
434,hovd,48.0056,91.6419,22.05,41,75,4.44,MN,1720530164
435,burayevo,55.8407,55.4083,26.93,58,6,4.13,RU,1720530165
436,bani walid,31.7566,13.9942,40.53,11,0,3.1,LY,1720530166
437,abashiri,44.0213,144.2697,15.33,98,100,2.0,JP,1720530167
438,broome,42.2506,-75.833,26.0,85,0,3.09,US,1720530168
439,choele choel,-39.2667,-65.6833,2.02,88,13,3.26,AR,1720530170
440,demirci,39.0461,28.6589,33.32,25,44,9.34,TR,1720530171
441,ihsaniye,40.6909,29.8347,35.24,44,0,7.82,TR,1720530173
442,guanambi,-14.2233,-42.7814,28.53,33,0,4.37,BR,1720530174
443,mountain home,43.133,-115.6912,20.01,38,0,1.79,US,1720530133
444,huarmey,-10.0681,-78.1522,18.06,83,60,3.37,PE,1720530177
445,khovd,48.0056,91.6419,22.05,41,75,4.44,MN,1720530178
446,vila franca do campo,37.7167,-25.4333,22.23,78,26,6.63,PT,1720530179
447,macapa,0.0389,-51.0664,29.99,74,40,1.03,BR,1720529995
448,severomorsk,69.0689,33.4162,17.22,95,100,4.01,RU,1720530181
449,belmonte,-15.8631,-38.8828,26.39,67,34,3.45,BR,1720530183
450,palmas,-10.2128,-48.3603,25.93,65,0,2.06,BR,1720530184
451,bel ombre,-4.6167,55.4167,25.84,75,100,7.31,SC,1720530185
452,hadibu,12.65,54.0333,28.84,66,89,9.4,YE,1720530186
453,kasungu,-13.0333,33.4833,28.81,10,78,2.1,MW,1720530187
454,okhotsk,59.3833,143.3,12.64,87,100,5.18,RU,1720530189
455,saint-joseph,-21.3667,55.6167,22.21,66,0,4.84,RE,1720530190
456,jeju city,33.5097,126.5219,28.96,65,0,2.57,KR,1720529959
457,lae,-6.7221,146.9847,23.48,78,100,2.37,PG,1720530192
458,chechelnyk,48.2127,29.3599,34.29,20,6,5.69,UA,1720530193
459,tralee,52.2704,-9.7026,16.14,82,100,4.12,IE,1720530194
460,puerto el triunfo,13.2833,-88.55,26.64,86,100,1.67,SV,1720530196
461,sofifi,0.7349,127.576,26.21,83,100,0.79,ID,1720530197
462,silkeborg,56.1697,9.5451,17.18,93,100,3.29,DK,1720530199
463,carutapera,-1.195,-46.02,28.36,72,6,2.67,BR,1720530200
464,bachatskiy,54.2927,86.1285,15.99,89,97,2.66,RU,1720530202
465,kencong,-8.2833,113.3667,24.13,91,57,0.99,ID,1720530203
466,newry,54.1784,-6.3374,14.5,96,100,7.01,GB,1720530204
467,la ligua,-32.4524,-71.2311,9.11,81,0,0.36,CL,1720530205
468,oranjemund,-28.55,16.4333,15.09,47,5,2.67,NA,1720530206
469,eyl,7.9803,49.8164,31.43,56,92,12.67,SO,1720530209
470,hami,42.8,93.45,35.93,13,0,5.63,CN,1720530210
471,springbok,-29.6643,17.8865,12.77,27,69,6.81,ZA,1720530211
472,nago,26.5881,127.9761,30.08,88,21,2.58,JP,1720530212
473,freetown,8.484,-13.2299,27.84,78,75,2.57,SL,1720530213
474,greenville,35.6127,-77.3663,28.96,91,75,3.09,US,1720530215
475,sorong,-0.8833,131.25,26.57,83,100,1.92,ID,1720530216
476,vennesla,58.2694,7.9741,17.08,54,20,4.63,NO,1720530217
477,freeport,40.6576,-73.5832,28.42,84,100,2.06,US,1720530218
478,bereeda,11.8704,51.0579,32.72,54,72,1.32,SO,1720530219
479,torghay,49.6339,63.4981,32.57,24,24,4.99,KZ,1720530221
480,suva,-18.1416,178.4415,23.71,73,75,4.63,FJ,1720530222
481,pahrump,36.2083,-115.9839,27.03,12,0,1.08,US,1720530224
482,hameenlinna,60.996,24.4643,20.82,45,76,3.8,FI,1720530225
483,patacamaya,-17.2333,-67.9167,7.41,14,0,4.88,BO,1720530226
484,cacheu,12.2706,-16.1658,30.05,63,100,1.44,GW,1720530228
485,tianchang,37.9981,114.0156,25.66,60,19,1.48,CN,1720530230
486,spencer,43.1414,-95.1444,21.02,85,0,0.0,US,1720530231
487,mahdia,35.5047,11.0622,36.46,29,4,5.79,TN,1720530232
488,juba,4.8517,31.5825,32.7,41,98,0.81,SS,1720530032
489,saint-pierre,-21.3393,55.4781,22.82,60,0,6.69,RE,1720530235
490,kununurra,-15.7667,128.7333,22.99,68,36,1.54,AU,1720530236
491,abha,18.2164,42.5053,29.9,57,40,3.09,SA,1720530237
492,tuba city,36.135,-111.2399,22.81,15,0,1.36,US,1720530238
493,cole harbour,44.6724,-63.4751,21.22,96,100,1.54,CA,1720530239
494,yulinshi,38.2906,109.7494,27.51,45,88,6.15,CN,1720530241
495,abepura,-2.6333,140.5833,28.45,65,20,4.63,ID,1720530242
496,torrington,41.8007,-73.1212,26.46,88,100,2.98,US,1720530243
497,geneina,13.45,22.45,36.16,25,12,3.93,SD,1720530244
498,st johnsbury,44.4253,-72.0151,25.39,84,0,1.54,US,1720530245
499,turkmenbasy,40.0222,52.9552,39.43,17,0,5.14,TM,1720530246
500,east ballina,-28.8667,153.5833,16.56,87,54,1.92,AU,1720530248
501,jayapura,-2.5333,140.7,28.66,85,17,1.7,ID,1720530250
502,korla,41.7597,86.1469,33.02,19,0,5.06,CN,1720530251
503,kaoma,-14.7833,24.8,29.44,7,5,2.86,ZM,1720530252
504,kingston,17.997,-76.7936,28.53,74,20,2.57,JM,1720530253
505,sur,22.5667,59.5289,31.77,57,100,3.11,OM,1720530255
506,laghouat,33.8,2.8651,42.4,6,6,7.14,DZ,1720530256
507,piti village,13.4626,144.6933,27.95,89,20,4.12,GU,1720530257
508,ancud,-41.8697,-73.8203,3.15,88,1,3.35,CL,1720530258
509,yangquan,37.8575,113.5633,23.55,65,3,0.83,CN,1720530026
510,vilhena,-12.7406,-60.1458,16.12,72,0,5.14,BR,1720530261
511,barra de santo antonio,-9.4047,-35.5072,24.6,78,0,3.26,BR,1720530262
512,mazagao,-0.115,-51.2894,31.03,65,0,0.96,BR,1720530263
513,vernon,50.2581,-119.2691,20.72,56,11,4.12,CA,1720530264
514,angaur state,6.906,134.13,27.35,81,100,1.37,PW,1720530265
515,urangan,-25.3,152.9,19.08,83,18,2.0,AU,1720530162
516,maintirano,-18.0667,44.0167,24.79,66,0,6.37,MG,1720530268
517,whakatane,-37.9585,176.9854,6.54,99,0,0.89,NZ,1720530269
518,suining,30.508,105.5733,24.81,96,100,2.37,CN,1720530270
519,port shepstone,-30.7414,30.455,20.06,36,0,7.73,ZA,1720530271
520,siwa oasis,29.2041,25.5195,38.84,20,0,4.28,EG,1720530272
521,culebra,18.303,-65.301,31.39,79,94,5.36,PR,1720530274
522,bahia honda,22.9036,-83.1592,26.66,78,100,3.82,CU,1720530276
523,tamanrasset,22.785,5.5228,36.95,9,20,5.14,DZ,1720530277
524,yenangyaung,20.4667,94.8833,30.16,61,100,6.01,MM,1720530278
525,bodaybo,57.8506,114.1933,24.68,70,12,0.43,RU,1720530280
526,mossel bay,-34.1831,22.146,12.96,57,100,11.26,ZA,1720530281
527,arendal,58.4615,8.7725,16.89,56,88,4.71,NO,1720530282
528,aplahoue,6.9333,1.6833,27.13,76,100,3.35,BJ,1720530284
529,kimbe,-5.5502,150.1429,24.43,90,49,2.86,PG,1720530286
530,bandon,51.7469,-8.7425,16.77,93,100,6.28,IE,1720530287
531,rio tinto,41.1826,-8.5581,20.2,95,75,5.81,PT,1720530288
532,gopalpur,19.2667,84.9167,28.88,80,30,8.55,IN,1720530289
533,dauphin,51.1494,-100.0502,17.08,94,40,2.06,CA,1720530290
534,tadine,-21.55,167.8833,22.09,75,90,7.65,NC,1720530291
535,uzgen,40.7699,73.3007,31.16,19,0,4.33,KG,1720530293
536,esmeraldas,-19.7625,-44.3139,24.48,38,4,2.62,BR,1720530294
537,altavilla vicentina,45.5155,11.4587,34.1,49,8,1.67,IT,1720530295
538,jieyang,23.5289,116.3642,30.96,84,10,1.76,CN,1720530013
539,mathba,22.2855,89.9629,28.54,81,100,3.43,BD,1720530297
540,tvoroyri,61.5556,-6.8111,10.29,83,21,1.84,FO,1720530299
541,mogocha,53.7333,119.7667,20.75,63,44,2.07,RU,1720530300
542,fortuna,40.5982,-124.1573,14.4,95,100,0.0,US,1720530220
543,carnarvon,-24.8667,113.6333,22.23,82,88,6.15,AU,1720530302
544,jaicos,-7.3592,-41.1378,31.17,31,4,3.28,BR,1720530303
545,astrakhan,46.3497,48.0408,35.93,23,0,4.0,RU,1720530304
546,fuerte olimpo,-21.0415,-57.8738,9.96,93,100,2.53,PY,1720530306
547,hirara,24.8,125.2833,29.65,77,20,5.58,JP,1720530307
548,helena valley southeast,46.6153,-111.9216,16.84,61,43,1.24,US,1720530308
549,gamay,12.3854,125.2979,25.77,90,97,1.43,PH,1720530309
550,nouadhibou,20.931,-17.0347,27.99,42,0,10.8,MR,1720530310
551,linxia chengguanzhen,35.6003,103.2064,18.83,59,3,2.78,CN,1720530312
552,nosy varika,-20.5833,48.5333,23.12,68,0,3.32,MG,1720530313
553,koltushi,59.9297,30.6447,22.6,58,30,3.76,RU,1720530314
554,zag,46.9441,99.165,20.15,44,76,7.3,MN,1720530315
555,monrovia,6.3005,-10.7969,27.87,78,25,3.68,LR,1720530316
556,erdenet,49.0333,104.0833,14.44,96,100,3.28,MN,1720530317
557,sola,-13.8833,167.55,26.14,81,75,11.35,VU,1720530319
558,boke,10.9409,-14.2967,30.81,63,71,1.66,GN,1720530320
